date,sku_id,category,subcategory,price,discount_percentage,rating,city,channel,weather,90_days_sales,light,vibrant
2023-12-28,SKU8530,Ethnic Wear,Kurta,3771,0,5.0,Pune,Brand Website,Winter,112,True,False
2025-01-05,SKU5896,Ethnic Wear,Lehenga,9992,0,4.8,Prayagraj,Myntra,Winter,66,False,True
2023-02-21,SKU4104,Ethnic Wear,Kurta,3928,0,4.2,Bengaluru,Myntra,Winter,76,True,False
2023-02-03,SKU6041,Ethnic Wear,Saree,4151,10,3.6,Bhopal,Brand Website,Winter,194,False,True
2025-12-07,SKU7643,Ethnic Wear,Lehenga,9877,25,4.8,Delhi,Myntra,Winter,237,False,True
2023-02-09,SKU1604,Ethnic Wear,Lehenga,9930,20,3.6,Bengaluru,Offline,Winter,125,False,True
2023-04-13,SKU3138,Ethnic Wear,Lehenga,9258,30,4.7,Mumbai,Myntra,Summer,78,False,True
2025-10-15,SKU3796,Ethnic Wear,Kurta,3937,30,4.4,Delhi,Myntra,Winter,224,True,False
2025-04-03,SKU4320,Ethnic Wear,Lehenga,9328,0,5.0,Prayagraj,Offline,Summer,34,False,True
2023-12-22,SKU3250,Ethnic Wear,Kurta,2874,0,3.7,Lucknow,Myntra,Winter,67,True,False
2023-12-04,SKU7801,Ethnic Wear,Saree,5796,0,4.9,Bengaluru,Brand Website,Winter,168,False,True
2025-09-24,SKU2637,Ethnic Wear,Kurta,1830,0,3.5,Prayagraj,Myntra,Monsoon,107,True,False
2023-09-17,SKU5648,Ethnic Wear,Saree,4844,0,4.5,Prayagraj,Brand Website,Monsoon,81,False,True
2023-03-19,SKU7750,Ethnic Wear,Lehenga,10442,0,4.6,Hyderabad,Myntra,Summer,56,False,True
2023-01-10,SKU2442,Ethnic Wear,Saree,6284,0,3.8,Pune,Offline,Winter,108,False,True
2024-03-25,SKU2567,Ethnic Wear,Lehenga,9901,30,4.4,Lucknow,Brand Website,Summer,42,False,True
2025-08-29,SKU1869,Ethnic Wear,Kurta,3537,0,3.7,Hyderabad,Myntra,Monsoon,141,True,False
2025-06-09,SKU1885,Ethnic Wear,Kurta,2529,10,4.4,Lucknow,Offline,Summer,150,True,False
2023-04-18,SKU8424,Ethnic Wear,Lehenga,10201,0,3.7,Mumbai,Myntra,Summer,37,False,True
2025-06-29,SKU9436,Ethnic Wear,Kurta,3927,20,4.0,Delhi,Myntra,Summer,160,True,False
2024-04-11,SKU6336,Ethnic Wear,Saree,4401,0,4.6,Hyderabad,Myntra,Summer,159,False,True
2025-09-19,SKU7152,Ethnic Wear,Saree,4222,15,3.7,Hyderabad,Myntra,Monsoon,153,False,True
2025-07-26,SKU3917,Ethnic Wear,Kurta,2295,25,4.0,Prayagraj,Offline,Monsoon,71,True,False
2023-05-03,SKU6503,Ethnic Wear,Lehenga,9149,0,3.7,Bengaluru,Myntra,Summer,40,False,True
2024-08-27,SKU7852,Ethnic Wear,Kurta,3972,0,4.7,Bengaluru,Offline,Monsoon,97,True,False
2025-12-04,SKU3784,Ethnic Wear,Saree,6003,30,5.0,Hyderabad,Myntra,Winter,337,False,True
2025-05-26,SKU8581,Ethnic Wear,Lehenga,9010,0,4.0,Pune,Myntra,Summer,44,False,True
2023-03-24,SKU3440,Ethnic Wear,Kurta,3427,25,4.7,Mumbai,Offline,Summer,149,True,False
2025-07-15,SKU7460,Ethnic Wear,Kurta,3528,0,3.6,Bhopal,Brand Website,Monsoon,92,True,False
2024-08-28,SKU7662,Ethnic Wear,Saree,4979,25,5.0,Hyderabad,Myntra,Monsoon,131,False,True
2023-02-19,SKU3650,Ethnic Wear,Lehenga,9863,15,4.7,Bhopal,Brand Website,Winter,152,False,True
2025-08-08,SKU7641,Ethnic Wear,Lehenga,8005,30,4.4,Bengaluru,Offline,Monsoon,49,False,True
2024-07-06,SKU6454,Ethnic Wear,Saree,6221,20,4.7,Mumbai,Offline,Monsoon,117,False,True
2025-11-20,SKU2326,Ethnic Wear,Kurta,2990,0,3.7,Lucknow,Brand Website,Winter,121,True,False
2023-05-18,SKU1669,Ethnic Wear,Kurta,3796,25,4.7,Lucknow,Offline,Summer,112,True,False
2025-09-06,SKU6487,Ethnic Wear,Kurta,3876,30,4.9,Hyderabad,Brand Website,Monsoon,153,True,False
2025-10-28,SKU4693,Ethnic Wear,Saree,5732,10,3.6,Lucknow,Offline,Winter,142,False,True
2023-09-09,SKU8412,Ethnic Wear,Lehenga,9925,25,4.3,Bhopal,Brand Website,Monsoon,55,False,True
2023-05-15,SKU5788,Ethnic Wear,Saree,4771,15,3.6,Bhopal,Brand Website,Summer,79,False,True
2023-12-04,SKU3929,Ethnic Wear,Kurta,2630,0,4.5,Pune,Myntra,Winter,112,True,False
2023-09-28,SKU4346,Ethnic Wear,Saree,5941,10,4.1,Mumbai,Offline,Monsoon,95,False,True
2023-02-15,SKU1351,Ethnic Wear,Kurta,2451,30,4.9,Pune,Myntra,Winter,172,True,False
2025-12-21,SKU6616,Ethnic Wear,Lehenga,10246,15,4.2,Lucknow,Offline,Winter,113,False,True
2025-09-18,SKU6021,Ethnic Wear,Kurta,3023,10,4.7,Bengaluru,Offline,Monsoon,84,True,False
2023-11-26,SKU6785,Ethnic Wear,Kurta,3692,10,3.8,Pune,Offline,Winter,116,True,False
2023-03-26,SKU3514,Ethnic Wear,Kurta,2796,20,3.7,Bengaluru,Myntra,Summer,138,True,False
2023-03-13,SKU4022,Ethnic Wear,Lehenga,9298,10,3.7,Hyderabad,Brand Website,Summer,42,False,True
2025-04-08,SKU3663,Ethnic Wear,Kurta,3545,30,3.7,Pune,Myntra,Summer,149,True,False
2025-11-05,SKU3556,Ethnic Wear,Lehenga,9356,25,4.6,Mumbai,Brand Website,Winter,340,False,True
2025-06-24,SKU5748,Ethnic Wear,Lehenga,9387,25,3.7,Bengaluru,Brand Website,Summer,46,False,True
2023-08-28,SKU1656,Ethnic Wear,Lehenga,9261,0,4.1,Bengaluru,Brand Website,Monsoon,52,False,True
2024-02-04,SKU6855,Ethnic Wear,Kurta,3889,20,3.8,Delhi,Offline,Winter,133,True,False
2025-07-01,SKU5553,Ethnic Wear,Kurta,1857,20,4.1,Hyderabad,Myntra,Monsoon,177,True,False
2025-03-25,SKU9381,Ethnic Wear,Saree,4605,25,4.8,Mumbai,Brand Website,Summer,166,False,True
2024-09-22,SKU1199,Ethnic Wear,Saree,5825,30,4.3,Pune,Offline,Monsoon,73,False,True
2023-12-02,SKU8278,Ethnic Wear,Saree,5736,25,4.8,Prayagraj,Offline,Winter,145,False,True
2025-08-30,SKU2410,Ethnic Wear,Saree,6151,10,3.6,Bengaluru,Myntra,Monsoon,113,False,True
2024-07-13,SKU7156,Ethnic Wear,Saree,5697,0,4.3,Delhi,Myntra,Monsoon,143,False,True
2024-08-15,SKU3243,Ethnic Wear,Saree,6268,15,3.6,Hyderabad,Myntra,Monsoon,116,False,True
2025-08-07,SKU5979,Ethnic Wear,Lehenga,8919,0,4.7,Bhopal,Brand Website,Monsoon,35,False,True
2024-08-12,SKU5917,Ethnic Wear,Lehenga,9708,0,4.2,Bhopal,Myntra,Monsoon,44,False,True
2023-05-17,SKU1466,Ethnic Wear,Saree,6453,25,4.0,Delhi,Offline,Summer,114,False,True
2025-02-03,SKU5225,Ethnic Wear,Kurta,3599,25,4.4,Bhopal,Brand Website,Winter,116,True,False
2025-08-02,SKU3668,Ethnic Wear,Saree,4554,10,3.7,Mumbai,Myntra,Monsoon,117,False,True
2024-08-20,SKU7873,Ethnic Wear,Saree,6169,25,4.9,Lucknow,Myntra,Monsoon,124,False,True
2024-10-22,SKU4002,Ethnic Wear,Kurta,2795,30,4.8,Delhi,Brand Website,Winter,364,True,False
2024-12-21,SKU5447,Ethnic Wear,Lehenga,8588,0,3.7,Lucknow,Myntra,Winter,96,False,True
2023-07-29,SKU8944,Ethnic Wear,Kurta,2392,0,4.3,Prayagraj,Offline,Monsoon,80,True,False
2023-06-06,SKU9612,Ethnic Wear,Saree,4477,30,3.7,Delhi,Offline,Summer,103,False,True
2023-10-12,SKU6705,Ethnic Wear,Saree,5810,20,4.3,Pune,Brand Website,Winter,295,False,True
2023-08-31,SKU3821,Ethnic Wear,Lehenga,8910,0,4.8,Pune,Myntra,Monsoon,45,False,True
2023-09-24,SKU4712,Ethnic Wear,Kurta,1821,15,4.5,Pune,Myntra,Monsoon,196,True,False
2023-03-29,SKU2273,Ethnic Wear,Saree,4804,0,3.5,Mumbai,Offline,Summer,100,False,True
2024-09-09,SKU2948,Ethnic Wear,Kurta,1542,30,3.6,Pune,Myntra,Monsoon,128,True,False
2023-03-01,SKU4277,Ethnic Wear,Saree,4371,0,4.8,Bengaluru,Brand Website,Summer,150,False,True
2024-05-10,SKU6698,Ethnic Wear,Lehenga,10068,20,3.6,Lucknow,Myntra,Summer,47,False,True
2024-07-31,SKU1229,Ethnic Wear,Kurta,2203,30,4.3,Hyderabad,Brand Website,Monsoon,223,True,False
2025-08-30,SKU2616,Ethnic Wear,Lehenga,9501,25,4.4,Hyderabad,Brand Website,Monsoon,60,False,True
2025-05-18,SKU2758,Ethnic Wear,Saree,4877,20,3.8,Bengaluru,Offline,Summer,81,False,True
2025-11-30,SKU6149,Ethnic Wear,Kurta,2056,15,4.6,Delhi,Offline,Winter,285,True,False
2025-02-27,SKU2347,Ethnic Wear,Kurta,2661,15,4.4,Lucknow,Offline,Winter,85,True,False
2024-08-18,SKU8273,Ethnic Wear,Saree,5752,0,4.8,Hyderabad,Brand Website,Monsoon,134,False,True
2025-10-03,SKU7020,Ethnic Wear,Lehenga,8430,15,4.2,Bengaluru,Myntra,Winter,197,False,True
2025-03-31,SKU2392,Ethnic Wear,Saree,6418,0,4.6,Delhi,Myntra,Summer,153,False,True
2024-11-24,SKU3764,Ethnic Wear,Kurta,2320,20,4.8,Delhi,Offline,Winter,262,True,False
2024-07-24,SKU4815,Ethnic Wear,Saree,6383,20,3.9,Prayagraj,Brand Website,Monsoon,81,False,True
2025-04-08,SKU7557,Ethnic Wear,Lehenga,9984,20,3.9,Lucknow,Offline,Summer,42,False,True
2024-04-17,SKU3001,Ethnic Wear,Saree,4551,0,3.6,Pune,Offline,Summer,61,False,True
2024-01-02,SKU2117,Ethnic Wear,Kurta,3067,20,4.5,Bhopal,Brand Website,Winter,84,True,False
2025-10-05,SKU2578,Ethnic Wear,Lehenga,9908,0,3.9,Delhi,Brand Website,Winter,151,False,True
2023-02-06,SKU9270,Ethnic Wear,Saree,4129,15,4.8,Pune,Brand Website,Winter,224,False,True
2025-07-30,SKU8374,Ethnic Wear,Saree,4147,0,3.8,Lucknow,Offline,Monsoon,67,False,True
2023-10-03,SKU5965,Ethnic Wear,Saree,5279,25,4.1,Bengaluru,Offline,Winter,271,False,True
2023-11-17,SKU9837,Ethnic Wear,Lehenga,10075,0,4.1,Bhopal,Offline,Winter,154,False,True
2023-05-06,SKU7189,Ethnic Wear,Saree,4115,20,3.6,Lucknow,Offline,Summer,104,False,True
2025-02-18,SKU6715,Ethnic Wear,Saree,4398,15,4.0,Mumbai,Brand Website,Winter,259,False,True
2024-05-22,SKU6755,Ethnic Wear,Kurta,2461,25,4.0,Mumbai,Brand Website,Summer,156,True,False
2023-12-14,SKU2073,Ethnic Wear,Saree,4080,20,4.0,Pune,Myntra,Winter,259,False,True
2025-08-19,SKU7921,Ethnic Wear,Kurta,3908,0,5.0,Prayagraj,Offline,Monsoon,66,True,False
2025-09-27,SKU7394,Ethnic Wear,Kurta,1909,25,4.5,Lucknow,Brand Website,Monsoon,141,True,False
2024-09-05,SKU9237,Ethnic Wear,Lehenga,9488,15,3.8,Lucknow,Myntra,Monsoon,47,False,True
2023-04-08,SKU2234,Ethnic Wear,Saree,5217,20,4.1,Hyderabad,Offline,Summer,95,False,True
2024-07-13,SKU2506,Ethnic Wear,Saree,4275,20,4.7,Delhi,Brand Website,Monsoon,177,False,True
2024-09-10,SKU4436,Ethnic Wear,Lehenga,10067,30,3.9,Lucknow,Myntra,Monsoon,56,False,True
2024-05-29,SKU6133,Ethnic Wear,Saree,6110,15,4.5,Hyderabad,Offline,Summer,108,False,True
2024-03-12,SKU1304,Ethnic Wear,Saree,5914,10,4.9,Bengaluru,Brand Website,Summer,120,False,True
2025-01-16,SKU8106,Ethnic Wear,Kurta,3394,0,3.9,Mumbai,Brand Website,Winter,116,True,False
2024-02-21,SKU8133,Ethnic Wear,Kurta,3189,10,4.7,Prayagraj,Offline,Winter,83,True,False
2023-08-21,SKU5201,Ethnic Wear,Kurta,2114,0,3.5,Hyderabad,Offline,Monsoon,95,True,False
2025-06-12,SKU6087,Ethnic Wear,Lehenga,9728,25,4.9,Bhopal,Offline,Summer,39,False,True
2024-07-22,SKU5468,Ethnic Wear,Saree,6255,0,4.5,Bengaluru,Myntra,Monsoon,80,False,True
2024-10-04,SKU8960,Ethnic Wear,Kurta,3964,10,4.8,Mumbai,Myntra,Winter,305,True,False
2023-07-04,SKU7668,Ethnic Wear,Lehenga,9625,30,4.6,Lucknow,Brand Website,Monsoon,46,False,True
2025-12-11,SKU2833,Ethnic Wear,Lehenga,9031,15,4.8,Delhi,Brand Website,Winter,170,False,True
2025-03-09,SKU3003,Ethnic Wear,Lehenga,8966,15,3.8,Lucknow,Offline,Summer,28,False,True
2024-06-04,SKU4507,Ethnic Wear,Saree,6414,0,4.2,Pune,Offline,Summer,70,False,True
2025-08-30,SKU2850,Ethnic Wear,Saree,5009,10,4.8,Lucknow,Brand Website,Monsoon,134,False,True
2024-09-23,SKU6947,Ethnic Wear,Saree,4086,25,5.0,Bhopal,Brand Website,Monsoon,142,False,True
2025-02-26,SKU1895,Ethnic Wear,Lehenga,9266,25,4.9,Hyderabad,Offline,Winter,157,False,True
2023-01-17,SKU2999,Ethnic Wear,Saree,5609,10,4.0,Hyderabad,Offline,Winter,144,False,True
2025-06-17,SKU4857,Ethnic Wear,Kurta,2799,30,4.7,Pune,Myntra,Summer,196,True,False
2025-08-22,SKU1555,Ethnic Wear,Saree,5691,30,4.0,Pune,Myntra,Monsoon,117,False,True
2025-11-02,SKU2644,Ethnic Wear,Saree,4271,10,4.1,Bengaluru,Brand Website,Winter,456,False,True
2023-02-26,SKU9973,Ethnic Wear,Lehenga,8213,25,4.5,Lucknow,Offline,Winter,154,False,True
2024-09-17,SKU3229,Ethnic Wear,Kurta,2785,20,3.6,Mumbai,Offline,Monsoon,90,True,False
2025-09-06,SKU3131,Ethnic Wear,Saree,4546,10,3.8,Prayagraj,Offline,Monsoon,58,False,True
2025-04-28,SKU6367,Ethnic Wear,Kurta,3005,0,4.1,Pune,Myntra,Summer,127,True,False
2024-04-13,SKU4677,Ethnic Wear,Lehenga,8364,15,3.8,Mumbai,Myntra,Summer,69,False,True
2024-06-16,SKU1815,Ethnic Wear,Saree,4611,0,4.9,Prayagraj,Brand Website,Summer,74,False,True
2025-06-10,SKU2922,Ethnic Wear,Lehenga,9858,30,4.5,Mumbai,Brand Website,Summer,56,False,True
2025-10-09,SKU4328,Ethnic Wear,Saree,5564,0,4.1,Hyderabad,Offline,Winter,166,False,True
2024-01-23,SKU4531,Ethnic Wear,Lehenga,9713,0,4.1,Pune,Brand Website,Winter,58,False,True
2024-05-23,SKU5289,Ethnic Wear,Saree,5514,20,4.5,Hyderabad,Brand Website,Summer,126,False,True
2025-03-25,SKU1169,Ethnic Wear,Saree,4869,25,4.1,Bhopal,Myntra,Summer,107,False,True
2023-05-01,SKU5198,Ethnic Wear,Lehenga,8213,10,4.9,Delhi,Myntra,Summer,81,False,True
2025-10-30,SKU6804,Ethnic Wear,Saree,5560,10,5.0,Mumbai,Myntra,Winter,384,False,True
2024-06-17,SKU3166,Ethnic Wear,Kurta,2195,20,4.2,Mumbai,Brand Website,Summer,186,True,False
2025-12-22,SKU8669,Ethnic Wear,Saree,5773,0,3.9,Bengaluru,Myntra,Winter,172,False,True
2025-01-08,SKU3095,Ethnic Wear,Lehenga,9761,10,4.9,Bhopal,Offline,Winter,64,False,True
2024-10-08,SKU5321,Ethnic Wear,Kurta,3512,30,4.9,Lucknow,Offline,Winter,200,True,False
2023-04-22,SKU8208,Ethnic Wear,Kurta,2441,0,3.6,Mumbai,Myntra,Summer,136,True,False
2023-03-25,SKU8653,Ethnic Wear,Saree,5808,10,5.0,Prayagraj,Myntra,Summer,100,False,True
2023-10-31,SKU8499,Ethnic Wear,Lehenga,8506,10,3.6,Bhopal,Myntra,Winter,143,False,True
2024-07-12,SKU3959,Ethnic Wear,Lehenga,10307,25,4.4,Bengaluru,Brand Website,Monsoon,62,False,True
2024-05-19,SKU1067,Ethnic Wear,Kurta,3540,25,3.6,Bengaluru,Offline,Summer,114,True,False
2023-08-06,SKU5657,Ethnic Wear,Saree,5325,0,3.5,Delhi,Offline,Monsoon,71,False,True
2023-01-12,SKU8861,Ethnic Wear,Saree,5349,0,4.5,Bhopal,Brand Website,Winter,131,False,True
2024-08-02,SKU6323,Ethnic Wear,Kurta,2823,30,3.6,Bengaluru,Myntra,Monsoon,118,True,False
2023-12-31,SKU7248,Ethnic Wear,Saree,4983,30,4.8,Delhi,Offline,Winter,268,False,True
2024-08-06,SKU4411,Ethnic Wear,Saree,4631,0,3.9,Bengaluru,Offline,Monsoon,81,False,True
2023-07-16,SKU6080,Ethnic Wear,Lehenga,9505,20,3.8,Bengaluru,Offline,Monsoon,35,False,True
2025-05-16,SKU7358,Ethnic Wear,Lehenga,8369,30,4.1,Bhopal,Offline,Summer,41,False,True
2023-07-10,SKU4053,Ethnic Wear,Saree,4165,20,4.0,Prayagraj,Brand Website,Monsoon,89,False,True
2025-12-10,SKU4673,Ethnic Wear,Lehenga,8343,10,4.2,Bengaluru,Offline,Winter,106,False,True
2024-09-07,SKU8825,Ethnic Wear,Kurta,2518,20,4.1,Pune,Myntra,Monsoon,160,True,False
2025-11-11,SKU2253,Ethnic Wear,Kurta,3240,15,3.6,Mumbai,Brand Website,Winter,210,True,False
2023-06-17,SKU5151,Ethnic Wear,Lehenga,10062,0,3.7,Lucknow,Offline,Summer,31,False,True
2023-06-20,SKU3941,Ethnic Wear,Kurta,3204,25,3.9,Bengaluru,Offline,Summer,145,True,False
2024-03-08,SKU8371,Ethnic Wear,Kurta,2258,0,4.6,Pune,Offline,Summer,142,True,False
2023-01-12,SKU2742,Ethnic Wear,Kurta,3117,0,3.5,Prayagraj,Brand Website,Winter,63,True,False
2025-09-23,SKU8539,Ethnic Wear,Lehenga,9240,20,4.7,Prayagraj,Brand Website,Monsoon,47,False,True
2023-10-04,SKU7471,Ethnic Wear,Kurta,1556,0,3.7,Pune,Myntra,Winter,133,True,False
2023-10-25,SKU4083,Ethnic Wear,Saree,4990,15,4.8,Mumbai,Myntra,Winter,444,False,True
2025-08-07,SKU9824,Ethnic Wear,Saree,4606,15,4.1,Hyderabad,Myntra,Monsoon,109,False,True
2023-02-10,SKU3497,Ethnic Wear,Saree,5841,20,3.9,Bhopal,Offline,Winter,138,False,True
2023-07-30,SKU7418,Ethnic Wear,Kurta,3268,15,4.8,Mumbai,Offline,Monsoon,150,True,False
2025-09-22,SKU5764,Ethnic Wear,Saree,6102,20,4.6,Mumbai,Offline,Monsoon,124,False,True
2025-12-17,SKU8993,Ethnic Wear,Kurta,1577,15,4.4,Hyderabad,Brand Website,Winter,141,True,False
2025-10-10,SKU5388,Ethnic Wear,Kurta,2920,15,4.5,Prayagraj,Offline,Winter,106,True,False
2025-06-16,SKU5718,Ethnic Wear,Saree,4950,20,3.8,Hyderabad,Offline,Summer,126,False,True
2025-03-10,SKU6556,Ethnic Wear,Saree,5707,30,4.9,Bhopal,Myntra,Summer,137,False,True
2024-08-01,SKU8738,Ethnic Wear,Kurta,1853,25,4.2,Bengaluru,Brand Website,Monsoon,139,True,False
2025-10-08,SKU3561,Ethnic Wear,Saree,5243,0,3.8,Bhopal,Myntra,Winter,135,False,True
2023-11-21,SKU1297,Ethnic Wear,Saree,4715,30,4.8,Lucknow,Offline,Winter,427,False,True
2024-04-09,SKU2043,Ethnic Wear,Kurta,1994,20,3.8,Lucknow,Offline,Summer,108,True,False
2024-07-01,SKU6575,Ethnic Wear,Lehenga,8619,30,4.5,Lucknow,Myntra,Monsoon,64,False,True
2023-08-16,SKU2706,Ethnic Wear,Saree,4433,30,4.4,Mumbai,Offline,Monsoon,143,False,True
2023-08-30,SKU1687,Ethnic Wear,Lehenga,8841,10,3.7,Delhi,Myntra,Monsoon,54,False,True
2023-11-12,SKU8233,Ethnic Wear,Kurta,2989,10,4.7,Bhopal,Brand Website,Winter,139,True,False
2024-05-17,SKU4307,Ethnic Wear,Kurta,3440,10,3.9,Bhopal,Offline,Summer,82,True,False
2025-01-08,SKU5358,Ethnic Wear,Saree,5005,0,4.6,Lucknow,Brand Website,Winter,121,False,True
2025-04-18,SKU4738,Ethnic Wear,Saree,5879,30,4.3,Bengaluru,Offline,Summer,122,False,True
2025-11-25,SKU1487,Ethnic Wear,Kurta,1785,0,4.0,Bhopal,Myntra,Winter,151,True,False
2023-03-17,SKU3692,Ethnic Wear,Saree,4618,20,3.6,Prayagraj,Myntra,Summer,91,False,True
2024-09-15,SKU9516,Ethnic Wear,Saree,5284,10,3.5,Pune,Offline,Monsoon,55,False,True
2024-02-25,SKU3406,Ethnic Wear,Lehenga,10229,20,4.7,Prayagraj,Offline,Winter,116,False,True
2023-06-22,SKU6656,Ethnic Wear,Saree,4151,20,4.0,Prayagraj,Myntra,Summer,111,False,True
2025-11-13,SKU3064,Ethnic Wear,Kurta,3760,10,4.3,Pune,Myntra,Winter,211,True,False
2024-06-13,SKU1383,Ethnic Wear,Lehenga,8988,30,4.7,Mumbai,Brand Website,Summer,81,False,True
2025-02-02,SKU9278,Ethnic Wear,Kurta,2563,25,4.3,Delhi,Brand Website,Winter,128,True,False
2023-01-11,SKU3043,Ethnic Wear,Lehenga,9856,10,5.0,Bhopal,Offline,Winter,85,False,True
2024-08-05,SKU9737,Ethnic Wear,Saree,6346,25,3.7,Hyderabad,Offline,Monsoon,69,False,True
2024-01-30,SKU5057,Ethnic Wear,Lehenga,9479,15,3.6,Delhi,Offline,Winter,92,False,True
2025-05-20,SKU7751,Ethnic Wear,Kurta,2032,15,3.8,Delhi,Myntra,Summer,159,True,False
2025-10-18,SKU7598,Ethnic Wear,Lehenga,9734,15,4.5,Prayagraj,Offline,Winter,133,False,True
2023-09-18,SKU7830,Ethnic Wear,Lehenga,9985,25,4.2,Bengaluru,Myntra,Monsoon,76,False,True
2025-07-21,SKU9408,Ethnic Wear,Kurta,3438,0,4.6,Delhi,Brand Website,Monsoon,193,True,False
2023-08-14,SKU7051,Ethnic Wear,Saree,4495,10,4.4,Delhi,Brand Website,Monsoon,116,False,True
2025-02-05,SKU3511,Ethnic Wear,Saree,5242,10,4.2,Delhi,Offline,Winter,278,False,True
2024-03-17,SKU7910,Ethnic Wear,Saree,4749,30,4.6,Mumbai,Offline,Summer,119,False,True
2025-05-05,SKU9970,Ethnic Wear,Kurta,3470,20,4.0,Lucknow,Myntra,Summer,135,True,False
2023-09-29,SKU6534,Ethnic Wear,Lehenga,8567,20,4.5,Prayagraj,Offline,Monsoon,37,False,True
2023-07-02,SKU8357,Ethnic Wear,Saree,5677,15,3.8,Bengaluru,Brand Website,Monsoon,93,False,True
2024-07-22,SKU9863,Ethnic Wear,Saree,4362,30,3.7,Mumbai,Brand Website,Monsoon,111,False,True
2023-06-24,SKU6060,Ethnic Wear,Lehenga,8788,20,4.3,Delhi,Brand Website,Summer,75,False,True
2023-02-08,SKU9548,Ethnic Wear,Lehenga,8492,25,4.9,Hyderabad,Offline,Winter,154,False,True
2025-06-28,SKU1310,Ethnic Wear,Kurta,1846,30,4.3,Pune,Myntra,Summer,185,True,False
2025-06-14,SKU1737,Ethnic Wear,Saree,4739,15,3.5,Bhopal,Myntra,Summer,90,False,True
2023-07-23,SKU7258,Ethnic Wear,Kurta,3719,0,3.9,Pune,Myntra,Monsoon,93,True,False
2023-12-13,SKU2468,Ethnic Wear,Saree,4241,20,4.9,Bengaluru,Offline,Winter,234,False,True
2024-10-17,SKU1958,Ethnic Wear,Kurta,2083,15,4.8,Pune,Offline,Winter,184,True,False
2024-04-29,SKU2981,Ethnic Wear,Kurta,3519,20,4.6,Mumbai,Myntra,Summer,205,True,False
2025-08-09,SKU2885,Ethnic Wear,Saree,6265,15,3.6,Pune,Myntra,Monsoon,69,False,True
2023-07-27,SKU4829,Ethnic Wear,Lehenga,9008,30,4.3,Mumbai,Offline,Monsoon,59,False,True
2025-10-21,SKU7664,Ethnic Wear,Lehenga,8833,30,5.0,Bhopal,Myntra,Winter,177,False,True
2025-07-14,SKU3755,Ethnic Wear,Saree,4171,0,4.7,Hyderabad,Brand Website,Monsoon,158,False,True
2025-09-14,SKU5739,Ethnic Wear,Kurta,2619,20,3.9,Bengaluru,Myntra,Monsoon,166,True,False
2024-07-30,SKU6757,Ethnic Wear,Lehenga,8186,0,4.6,Hyderabad,Brand Website,Monsoon,61,False,True
2023-09-09,SKU5925,Ethnic Wear,Lehenga,8572,25,4.3,Delhi,Offline,Monsoon,49,False,True
2024-10-13,SKU8077,Ethnic Wear,Lehenga,9403,25,3.9,Hyderabad,Brand Website,Winter,182,False,True
2024-10-20,SKU8417,Ethnic Wear,Lehenga,9399,0,4.2,Pune,Myntra,Winter,145,False,True
2025-09-02,SKU1260,Ethnic Wear,Kurta,1517,0,4.5,Bengaluru,Brand Website,Monsoon,140,True,False
2023-06-08,SKU9011,Ethnic Wear,Kurta,3706,0,4.8,Prayagraj,Brand Website,Summer,121,True,False
2025-01-03,SKU8293,Ethnic Wear,Saree,5584,0,4.8,Delhi,Offline,Winter,176,False,True
2024-01-31,SKU1138,Ethnic Wear,Saree,5820,0,3.8,Delhi,Offline,Winter,89,False,True
2024-09-12,SKU5606,Ethnic Wear,Kurta,2405,0,5.0,Lucknow,Myntra,Monsoon,177,True,False
2024-03-04,SKU1602,Ethnic Wear,Lehenga,8029,0,5.0,Pune,Offline,Summer,54,False,True
2025-10-08,SKU2817,Ethnic Wear,Lehenga,8698,20,3.8,Pune,Brand Website,Winter,162,False,True
2023-05-14,SKU3875,Ethnic Wear,Kurta,2021,10,4.9,Delhi,Brand Website,Summer,269,True,False
2023-02-17,SKU9570,Ethnic Wear,Lehenga,10182,20,3.9,Pune,Myntra,Winter,145,False,True
2023-04-17,SKU8437,Ethnic Wear,Lehenga,9323,15,4.8,Mumbai,Offline,Summer,57,False,True
2025-11-25,SKU2994,Ethnic Wear,Saree,4178,25,3.8,Bhopal,Offline,Winter,287,False,True
2025-03-13,SKU7882,Ethnic Wear,Kurta,2297,10,3.6,Bhopal,Offline,Summer,103,True,False
2023-06-02,SKU1415,Ethnic Wear,Saree,5023,0,3.7,Hyderabad,Brand Website,Summer,84,False,True
2023-02-19,SKU2584,Ethnic Wear,Saree,6427,30,4.4,Mumbai,Offline,Winter,233,False,True
2024-05-03,SKU5102,Ethnic Wear,Saree,5395,30,3.6,Hyderabad,Myntra,Summer,113,False,True
2025-06-17,SKU4878,Ethnic Wear,Lehenga,8391,25,4.2,Delhi,Brand Website,Summer,58,False,True
2023-05-14,SKU1994,Ethnic Wear,Saree,4522,0,4.9,Mumbai,Offline,Summer,129,False,True
2023-04-25,SKU5939,Ethnic Wear,Kurta,3790,0,3.9,Prayagraj,Myntra,Summer,86,True,False
2023-01-22,SKU2570,Ethnic Wear,Lehenga,9857,15,4.2,Prayagraj,Myntra,Winter,67,False,True
2024-11-03,SKU6564,Ethnic Wear,Lehenga,10407,0,3.7,Mumbai,Offline,Winter,152,False,True
2025-11-08,SKU2106,Ethnic Wear,Kurta,2549,10,4.1,Hyderabad,Brand Website,Winter,221,True,False
